year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,read_test_pct_prof_midpt,math_test_pct_prof_midpt,title_i_status,enrollment,direct_certification,meps_poverty_pct,meps_poverty_se,meps_poverty_ptl,meps_mod_poverty_pct,meps_mod_poverty_ptl
2018,2.50E+11,Westminster Elementary,MA,Ashburnham-Westminster,Primary,Regular school,No,42,47,School is not eligible for either Title I Targeted Assistance or Schoolwide program,391,64,5.216637,1.238714,12,4.795973,15
2018,2.51E+11,Weston High,MA,Weston,High,Regular school,No,87,87,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,707,31,0,1.027044,1,5.524126,17
2018,2.51E+11,Weston Middle,MA,Weston,Middle,Regular school,No,84,85,School is not eligible for either Title I Targeted Assistance or Schoolwide program,497,25,1.971702,1.041154,3,7.495827,25
2018,2.51E+11,Westport Elementary,MA,Westport,Primary,Regular school,No,52,47,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,476,123,8.36958,1.177812,23,6.919562,23
2018,2.51E+11,Westport Junior/Senior High School,MA,Westport,High,Regular school,No,59,60,School is not eligible for either Title I Targeted Assistance or Schoolwide program,597,131,7.601453,1.183011,20,6.151435,20
2018,2.51E+11,Westwood High,MA,Westwood,High,Regular school,No,84,90,School is not eligible for either Title I Targeted Assistance or Schoolwide program,1009,42,0,1.027423,1,0.778553,3
2018,2.51E+11,Westwood Integrated Preschool,MA,Westwood,Prekindergarten,Regular school,No,,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,41,3,,,,,
2018,2.51E+11,Weymouth High School,MA,Weymouth,High,Regular school,No,64,51,School is not eligible for either Title I Targeted Assistance or Schoolwide program,1863,464,6.511127,1.11323,16,5.464906,17
2018,2.51E+11,Whaling City Junior/Senior High School,MA,New Bedford,High,Regular school,No,5,10,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,114,95,28.036312,2.332096,87,30.579302,89
2018,2.51E+11,Whately Elementary,MA,Whately,Primary,Regular school,No,57,62,School is not eligible for either Title I Targeted Assistance or Schoolwide program,139,36,8.679191,0.977318,25,2.5,6
2018,2.50E+11,White Brook Middle School,MA,Easthampton,Middle,Regular school,No,42,38,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,413,122,10.130219,1.285819,30,9.327017,32
2018,2.51E+11,White Street,MA,Springfield,Primary,Regular school,No,49,43,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,449,385,28.31029,1.720032,87,40.025833,97
2018,2.51E+11,Whitin Elementary School,MA,Uxbridge,Missing/not reported,Regular school,No,,,,,,,,,,
2018,2.51E+11,Whitin Intermediate,MA,Uxbridge,Middle,Regular school,No,46,54,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,528,94,7.770836,1.098096,21,9.118807,31
2018,2.51E+11,Whitman Hanson Regional,MA,Whitman-Hanson,High,Regular school,No,64,56,School is not eligible for either Title I Targeted Assistance or Schoolwide program,1277,237,4.398434,1.062107,9,2.968433,8
2018,2.51E+11,Whitman Middle,MA,Whitman-Hanson,Middle,Regular school,No,55,45,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,580,127,7.585976,1.182444,20,6.155974,20
2018,2.51E+11,Whittier Regional Vocational,MA,Whittier Regional Vocational Technical,High,Vocational school,No,47,50,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,1246,351,7.597634,1.146892,20,9.094846,31
2018,2.51E+11,Wilbraham Middle,MA,Hampden-Wilbraham,Middle,Regular school,No,64,53,School is not eligible for either Title I Targeted Assistance or Schoolwide program,614,90,5.176487,1.105163,12,6.265635,20
2018,2.50E+11,Wildwood Elementary,MA,Amherst,Primary,Regular school,No,53,50,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,422,125,8.618561,1.151523,24,9.970757,34
2018,2.51E+11,Wildwood,MA,Wilmington,Primary,Regular school,No,,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,171,19,4.766113,1.13427,11,4.874072,15
2018,2.50E+11,Willard,MA,Concord,Primary,Regular school,No,80,80,School is not eligible for either Title I Targeted Assistance or Schoolwide program,421,19,1.560404,1.046214,2,2.951432,8
2018,2.50E+11,William A Berkowitz Elementary,MA,Chelsea,Primary,Regular school,No,39,35,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,481,315,21.567205,1.394149,70,27.818308,84
2018,2.51E+11,William A Welch Sr,MA,Peabody,Primary,Regular school,No,37,27,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,382,186,17.27529,1.171129,56,18.138098,60
2018,2.51E+11,William E Norris,MA,Southampton,Primary,Regular school,No,48,38,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,501,64,4.310355,0.98764,9,3.8,11
2018,2.50E+11,William E Russell,MA,Boston,Primary,Regular school,No,42,52,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,397,252,22.196732,1.367867,72,26.73219,82
2018,2.51E+11,William E Sheehan,MA,Westwood,Primary,Regular school,No,77,82,School is not eligible for either Title I Targeted Assistance or Schoolwide program,317,9,0.713209,1.389949,1,1.491762,4
2018,2.50E+11,William Ellery Channing,MA,Boston,Primary,Regular school,No,37,17,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,208,128,21.551762,1.338137,70,26.08722,80
2018,2.51E+11,William F. Stanley Elementary School,MA,Waltham,Primary,Regular school,No,57,42,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,432,145,12.240233,1.064364,38,10.44033,35
2018,2.51E+11,William G Vinal,MA,Norwell,Primary,Regular school,No,71,64,School is not eligible for either Title I Targeted Assistance or Schoolwide program,520,8,1.579685,1.23962,2,0,1
2018,2.50E+11,William H Lincoln,MA,Brookline,Primary,Regular school,No,72,70,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,581,63,5.45419,1.137448,13,6.105166,20
2018,2.50E+11,William H Ohrenberger,MA,Boston,Middle,Regular school,No,39,40,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,635,321,18.671646,1.254869,61,23.207102,74
2018,2.51E+11,William H Taylor,MA,New Bedford,Primary,Regular school,No,67,67,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,277,153,19.45343,1.249061,63,21.996424,71
2018,2.50E+11,William McKinley,MA,Boston,Other,Regular school,No,2.5,2.5,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,327,253,27.598783,1.68479,86,32.13424,91
2018,2.51E+11,William Mitchell,MA,Needham,Primary,Regular school,No,76,68,School is not eligible for either Title I Targeted Assistance or Schoolwide program,496,19,1.043258,1.376713,2,1.61197,4
2018,2.50E+11,William Monroe Trotter,MA,Boston,Primary,Regular school,No,31,25,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,503,390,28.953045,1.767237,89,33.4885,92
2018,2.51E+11,William N. DeBerry,MA,Springfield,Primary,Regular school,No,27,22,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,234,218,30.778938,1.858388,92,42.49448,98
2018,2.51E+11,William P. Gorman/Fort Banks Elementary,MA,Winthrop,Primary,Regular school,No,,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,480,130,10.082756,1.055895,30,13.766991,47
2018,2.50E+11,William Pittaway Elementary,MA,Ashland,Prekindergarten,Regular school,No,,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,116,10,,,,,
2018,2.51E+11,William R Fallon,MA,Lynn,Primary,Regular school,No,15,24.5,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,47,37,25.972658,1.597102,82,28.523129,85
2018,2.51E+11,William R. Peck School,MA,Holyoke,Middle,Regular school,No,9,5,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,277,256,32.608025,1.981661,95,42.264538,98
2018,2.50E+11,William S Greene,MA,Fall River,Primary,Regular school,No,31,24,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,757,514,23.669184,1.439328,76,26.370684,81
2018,2.51E+11,William Seach,MA,Weymouth,Primary,Regular school,No,52,37,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,323,179,18.215021,1.273972,59,17.168798,58
2018,2.50E+11,Williams Intermediate School,MA,Bridgewater-Raynham,Middle,Regular school,No,57,61,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,773,127,5.237012,1.23819,12,4.766318,14
2018,2.51E+11,Williams Middle,MA,Longmeadow,Middle,Regular school,No,75,73,School is not eligible for either Title I Targeted Assistance or Schoolwide program,314,14,1.78144,1.03892,3,2.08311,5
2018,2.51E+11,Williams,MA,Pittsfield,Primary,Regular school,No,62,67,School is not eligible for either Title I Targeted Assistance or Schoolwide program,297,83,9.07053,1.170128,26,10.275131,35
2018,2.51E+11,Williams,MA,Newton,Primary,Regular school,No,67,62,School is not eligible for either Title I Targeted Assistance or Schoolwide program,278,18,1.923419,1.342934,3,0.336751,2
2018,2.51E+11,Williamstown Elementary,MA,Williamstown (non-op),Missing/not reported,Regular school,No,,,,,,,,,,
2018,2.51E+11,Williamstown Elementary,MA,Mount Greylock,Primary,Regular school,No,70,67,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,436,81,7.251595,1.080781,19,8.883523,30
2018,2.50E+11,Willis E Thorpe,MA,Danvers,Primary,Regular school,No,57,62,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,319,58,5.820304,1.223876,14,6.988628,23
2018,2.51E+11,Wilmington High,MA,Wilmington,High,Regular school,No,77,72,School is not eligible for either Title I Targeted Assistance or Schoolwide program,829,69,0.99125,1.025136,2,1.099208,3
2018,2.51E+11,Wilmington Middle School,MA,Wilmington,Middle,Regular school,No,61,68,School is not eligible for either Title I Targeted Assistance or Schoolwide program,781,71,3.323388,1.062232,6,3.431346,9
2018,2.51E+11,Wilson Middle,MA,Natick,Middle,Regular school,No,66,68,School is not eligible for either Title I Targeted Assistance or Schoolwide program,940,97,3.73223,1.070354,7,4.97488,15
2018,2.51E+11,Winchendon PreSchool Program,MA,Winchendon,Prekindergarten,Regular school,No,,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,78,31,,,,,
2018,2.51E+11,Winchester High School,MA,Winchester,High,Regular school,No,85,86,School is not eligible for either Title I Targeted Assistance or Schoolwide program,1359,91,0.449613,1.024821,1,1.778227,5
2018,2.50E+11,Winn Brook,MA,Belmont,Primary,Regular school,No,82,77,School is not eligible for either Title I Targeted Assistance or Schoolwide program,461,13,0.706831,1.390208,1,2.176732,6
2018,2.50E+11,Winship Elementary,MA,Boston,Primary,Regular school,No,54.5,44.5,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,199,95,16.95826,1.161201,55,21.493713,69
2018,2.51E+11,Winter Hill Community,MA,Somerville,Primary,Regular school,No,36,33,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,439,214,19.370565,1.259946,63,18.38933,61
2018,2.51E+11,Winthrop High School,MA,Winthrop,High,Regular school,No,67,62,School is not eligible for either Title I Targeted Assistance or Schoolwide program,595,122,5.045888,1.075638,11,8.730124,29
2018,2.50E+11,Winthrop L Chenery Middle,MA,Belmont,Middle,Regular school,No,80,82,School is not eligible for either Title I Targeted Assistance or Schoolwide program,1428,109,2.838115,1.05363,5,4.308015,13
2018,2.51E+11,Winthrop Middle School,MA,Winthrop,Middle,Regular school,No,54,49,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,462,109,8.150694,1.203634,23,11.834929,40
2018,2.51E+11,Winthrop School,MA,Hamilton-Wenham,Primary,Regular school,No,72,77,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,281,35,5.213623,1.122622,12,8.142487,27
2018,2.51E+11,Winthrop,MA,Melrose,Primary,Regular school,No,77,72,School is not eligible for either Title I Targeted Assistance or Schoolwide program,411,23,1.630924,1.353908,2,2.065235,5
2018,2.51E+11,Winthrop,MA,Ipswich,Primary,Regular school,No,72,67,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,365,80,8.363317,1.066219,23,9.12065,31
2018,2.50E+11,Wire Village School,MA,Spencer-E Brookfield,Primary,Regular school,No,32,32,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,424,166,12.800256,1.167471,40,9.059555,31
2018,2.51E+11,Witchcraft Heights,MA,Salem,Primary,Regular school,No,37,27,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,579,268,15.175518,1.199092,49,16.090128,54
2018,2.51E+11,Wm Diamond Middle,MA,Lexington,Middle,Regular school,No,85,88,School is not eligible for either Title I Targeted Assistance or Schoolwide program,919,35,1.565038,1.036604,2,3.147394,8
2018,2.50E+11,Wm H Galvin Middle,MA,Canton,Middle,Regular school,No,65,61,School is not eligible for either Title I Targeted Assistance or Schoolwide program,725,106,5.164074,1.104825,12,4.958256,15
2018,2.51E+11,Wm J Dean Vocational Technical High,MA,Holyoke,Missing/not reported,Vocational school,No,,,,,,,,,,
2018,2.51E+11,Wm L Foster Elementary,MA,Hingham,Primary,Regular school,No,84,81,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,480,15,0.808371,1.386102,1,2.633839,7
2018,2.51E+11,Wm P Connery,MA,Lynn,Primary,Regular school,No,37,43,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,614,407,23.132284,1.412724,74,25.682756,80
2018,2.51E+11,Woburn High,MA,Woburn,High,Regular school,No,64,54,School is not eligible for either Title I Targeted Assistance or Schoolwide program,1301,287,5.563748,1.087848,13,5.457672,17
2018,2.51E+11,Woburn Street,MA,Wilmington,Primary,Regular school,No,72,57,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,419,44,3.26367,1.296052,6,3.371628,9
2018,2.51E+11,Wolf Swamp Road,MA,Longmeadow,Primary,Regular school,No,72,57,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,389,43,4.747099,1.134783,10,5.048769,16
2018,2.51E+11,Wollaston School,MA,Quincy,Primary,Regular school,No,67,62,School is not eligible for either Title I Targeted Assistance or Schoolwide program,337,111,10.732059,1.160932,32,11.749907,40
2018,2.51E+11,Wood End Elementary School,MA,Reading,Primary,Regular school,No,62,57,School is not eligible for either Title I Targeted Assistance or Schoolwide program,305,24,2.387448,1.326057,4,3.441007,10
2018,2.50E+11,Wood Hill Middle School,MA,Andover,Middle,Regular school,No,70,71,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,411,33,2.969977,1.055854,5,1.22302,4
2018,2.51E+11,Woodland Academy,MA,Worcester,Primary,Regular school,No,28,27,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,600,459,25.23256,1.560131,80,24.469236,77
2018,2.50E+11,Woodland School,MA,Southwick-Tolland-Granville Regional School District,Primary,Regular school,No,,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,341,99,10.731489,1.055933,32,13.742535,47
2018,2.51E+11,Woodland,MA,Weston,Primary,Regular school,No,87,77,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,288,15,2.801269,1.19488,5,8.325395,28
2018,2.51E+11,Woodland,MA,Milford,Primary,Regular school,No,48,45,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,991,353,11.625111,1.161308,36,11.057128,38
2018,2.50E+11,Woodrow Wilson,MA,Framingham,Primary,Regular school,No,18,15,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,539,267,16.257168,1.221563,53,17.754557,59
2018,2.50E+11,Woodsdale Elementary School,MA,Abington,Primary,Regular school,No,66,60,School is not eligible for either Title I Targeted Assistance or Schoolwide program,294,69,7.580366,1.189093,20,5.730678,18
2018,2.51E+11,Woodville School,MA,Wakefield,Primary,Regular school,No,57,42,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,404,71,5.618066,1.228687,13,4.00506,12
2018,2.51E+11,Worcester Arts Magnet School,MA,Worcester,Primary,Regular school,No,78,68,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,406,128,11.56194,1.059138,35,10.798615,37
2018,2.51E+11,Worcester East Middle,MA,Worcester,Middle,Regular school,No,30,15,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,766,520,22.894096,1.998749,74,22.130772,71
2018,2.51E+11,Worcester Technical High,MA,Worcester,High,Vocational school,No,58,48,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,1426,629,12.903303,1.367896,40,12.139978,41
2018,2.51E+11,Wyman,MA,Woburn,Missing/not reported,Regular school,No,,,,,,,,,,
2018,2.50E+11,Young Achievers,MA,Boston,Primary,Other/alternative school,No,12,16,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,569,409,27.070913,1.656126,85,31.60637,90
2018,2.51E+11,Zervas,MA,Newton,Primary,Regular school,No,69,63,School is not eligible for either Title I Targeted Assistance or Schoolwide program,427,38,2.73045,1.314014,5,1.143783,3
2017,2.51E+11,1 LT Charles W. Whitcomb School,MA,Marlborough,Middle,Regular school,No,38,32,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,1308,522,14.377176,1.612254,43,16.459927,54
2017,2.51E+11,21st Century Skills Academy,MA,West Springfield,High,Regular school,No,Suppressed data,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,8,,18.694813,1.80433,58,23.626324,73
2017,2.51E+11,A Drewicz Elementary,MA,Lynn,Primary,Regular school,No,36,34,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,492,304,20.841114,1.915888,65,22.517332,70
2017,2.51E+11,A E Angier,MA,Newton,Primary,Regular school,No,69,64,School is not eligible for either Title I Targeted Assistance or Schoolwide program,467,21,0.844713,1.603782,2,0,1
2017,2.50E+11,A F Maloney,MA,Blackstone-Millville,Primary,Regular school,No,48,47,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,299,67,7.096221,1.473453,18,5.287477,16
2017,2.51E+11,A. C. Whelan Elementary School,MA,Revere,Primary,Regular school,No,47,41,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,753,377,16.749743,1.697662,51,22.06833,69
2017,2.50E+11,A. Irvin Studley Elementary School,MA,Attleboro,Primary,Regular school,No,67,62,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,384,145,12.45462,1.538281,37,12.672676,42
2017,2.51E+11,Abbot Elementary,MA,Westford,Primary,Regular school,No,70,76,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,367,28,1.938089,1.566241,3,2.033714,5
2017,2.50E+11,Abbott Memorial,MA,Florida,Primary,Regular school,No,34.5,34.5,School is not eligible for either Title I Targeted Assistance or Schoolwide program,80,22,10.911916,1.146745,31,22.700003,71
2017,2.50E+11,Abby Kelley Foster Charter Public School,MA,Abby Kelley Foster Charter Public (District),Other,Regular school,Yes,50,42,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,1425,568,15.029919,2.255325,46,16.46325,54
2017,2.51E+11,Abigail Adams Middle School,MA,Weymouth,Middle,Regular school,No,50,36,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,906,287,10.331589,1.49313,29,10.212829,34
2017,2.50E+11,Abington Early Education Program,MA,Abington,Prekindergarten,Regular school,No,,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,84,17,,,,,
2017,2.50E+11,Abington High,MA,Abington,High,Regular school,No,92,87,School is not eligible for either Title I Targeted Assistance or Schoolwide program,520,108,5.999431,1.400557,14,3.617486,10
2017,2.50E+11,Abington Middle School,MA,Abington,Middle,Regular school,No,54,48,School is not eligible for either Title I Targeted Assistance or Schoolwide program,687,173,9.237296,1.476112,26,6.855351,22
2017,2.51E+11,Abner Gibbs,MA,Westfield,Primary,Regular school,No,57,52,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,223,109,16.335281,1.678795,50,18.646399,60
2017,2.51E+11,Aborn,MA,Lynn,Primary,Regular school,No,57,52,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,253,108,14.174393,1.591993,43,15.850611,52
2017,2.51E+11,Abraham Lincoln,MA,Revere,Primary,Regular school,No,44,41,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,695,332,18.618876,1.603331,57,23.93746,74
2017,2.51E+11,Abraham Lincoln,MA,New Bedford,Primary,Regular school,No,37,36,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,717,511,24.150087,2.126162,74,29.6922,86
2017,2.51E+11,Abraham Lincoln,MA,Lowell,Primary,Regular school,No,37,32,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,487,329,25.524965,1.860207,78,26.222557,79
2017,2.51E+11,Academy Avenue,MA,Weymouth,Primary,Regular school,No,62,47,School is not eligible for either Title I Targeted Assistance or Schoolwide program,307,76,7.915622,1.472649,21,7.796861,26
2017,2.50E+11,Academy Of the Pacific Rim Charter Public School,MA,Academy Of the Pacific Rim Charter Public (District),High,Regular school,Yes,52,39,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,524,207,14.380917,2.783513,43,19.288172,62
2017,2.50E+11,Acton-Boxborough Regional High,MA,Acton-Boxborough,High,Regular school,No,99.5,96,School is not eligible for either Title I Targeted Assistance or Schoolwide program,1827,87,0.41244,1.508995,1,2.053967,5
2017,2.50E+11,Acushnet Elementary School,MA,Acushnet,Primary,Regular school,No,69,54,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,550,147,8.944505,1.43101,25,8.382463,28
2017,2.50E+11,Adams School,MA,Everett,Prekindergarten,Regular school,No,,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,201,97,,,,,
2017,2.51E+11,Advanced Community Experience Program,MA,Lunenburg,Ungraded,Special education school,No,,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,9,6,22.018879,2.013901,68,23.571808,73
2017,2.50E+11,Advanced Math and Science Academy Charter School,MA,Advanced Math and Science Academy Charter (District),High,Regular school,Yes,77,75,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,993,67,2.947982,2.571106,5,5.030732,15
2017,2.50E+11,Agawam Early Childhood Center,MA,Agawam,Prekindergarten,Regular school,No,,,School is not eligible for either Title I Targeted Assistance or Schoolwide program,163,59,,,,,
2017,2.50E+11,Agawam High,MA,Agawam,High,Regular school,No,93,82,School is not eligible for either Title I Targeted Assistance or Schoolwide program,1175,266,6.651786,1.399995,17,8.500952,28
2017,2.50E+11,Agawam Junior High,MA,Agawam,Middle,Regular school,No,42,45,School is not eligible for either Title I Targeted Assistance or Schoolwide program,573,161,10.254983,1.491915,29,12.104149,40
2017,2.50E+11,Albert F Ford Middle School,MA,Acushnet,Middle,Regular school,No,44,50,School is not eligible for either Title I Targeted Assistance or Schoolwide program,413,101,6.653678,1.820478,17,6.091636,19
2017,2.51E+11,Albert F. Argenziano School at Lincoln Park,MA,Somerville,Primary,Regular school,No,52,48,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,584,214,16.433325,1.479655,50,15.114305,49
2017,2.51E+11,Albert S. Woodward Memorial School,MA,Southborough,Primary,Regular school,No,82,87,School is not eligible for either Title I Targeted Assistance or Schoolwide program,266,9,0,1.711752,1,3.010277,8
2017,2.50E+11,Alcott,MA,Concord,Primary,Regular school,No,81,79,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,491,43,2.672615,1.55296,5,5.125715,16
2017,2.50E+11,Alden School,MA,Duxbury,Primary,Regular school,No,74,76,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,676,38,1.237199,1.589659,2,1.478792,4
2017,2.51E+11,Alexander B Bruce,MA,Lawrence,Middle,Regular school,No,29,25,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,517,321,22.643652,1.897858,70,28.063055,83
2017,2.51E+11,Alfred G. Zanetti Montessori Magnet School,MA,Springfield,Primary,Regular school,No,60,55,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,434,167,17.07394,1.485251,52,27.265135,81
2017,2.51E+11,Alfred J Gomes,MA,New Bedford,Primary,Regular school,No,39,41,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,553,424,28.706778,2.036757,86,34.24889,93
2017,2.51E+11,Alfred M Chaffee,MA,Oxford,Primary,Regular school,No,,,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,289,97,13.660678,1.562559,41,15.353277,50
2017,2.51E+11,Algonquin Regional High,MA,Northboro-Southboro,High,Regular school,No,97,90,School is not eligible for either Title I Targeted Assistance or Schoolwide program,1471,106,2.061145,1.447255,3,3.2,9
2017,2.51E+11,Alice A Macomber,MA,Westport,Primary,Regular school,No,,,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,373,101,11.396797,1.588809,33,9.833591,32
2017,2.51E+11,Alice B Beal Elementary,MA,Springfield,Primary,Regular school,No,52,47,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,261,174,22.543686,2.020953,70,32.734882,91
2017,2.51E+11,Alice M Barrows,MA,Reading,Primary,Regular school,No,67,62,School is not eligible for either Title I Targeted Assistance or Schoolwide program,377,33,2.330356,1.554176,4,3.225461,9
2017,2.51E+11,Allendale,MA,Pittsfield,Primary,Regular school,No,52,37,School is not eligible for either Title I Targeted Assistance or Schoolwide program,288,138,15.999428,1.664006,49,15.385272,50
2017,2.50E+11,Alma del Mar Charter School,MA,Alma del Mar Charter School (District),Primary,Regular school,Yes,50,54,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,413,241,21.48478,2.58196,66,27.026892,81
2017,2.51E+11,Ambrose Elementary,MA,Winchester,Primary,Regular school,No,80,85,School is not eligible for either Title I Targeted Assistance or Schoolwide program,421,5,0,1.649343,1,1.510028,4
2017,2.51E+11,Amelio Della Chiesa Early Childhood Center,MA,Quincy,Prekindergarten,Regular school,No,,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,193,63,,,,,
2017,2.50E+11,Amesbury Elementary,MA,Amesbury,Primary,Regular school,No,62,62,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,395,92,10.075166,1.616683,29,9.197675,30
2017,2.50E+11,Amesbury High,MA,Amesbury,High,Regular school,No,97.5,92,School is not eligible for either Title I Targeted Assistance or Schoolwide program,592,85,3.761775,1.422318,7,2.884284,8
2017,2.50E+11,Amesbury Innovation High School,MA,Amesbury,High,Regular school,No,75,24.5,School is not eligible for either Title I Targeted Assistance or Schoolwide program,40,26,21.437168,1.975333,66,20.559677,65
2017,2.50E+11,Amesbury Middle,MA,Amesbury,Middle,Regular school,No,44,41,School is not eligible for either Title I Targeted Assistance or Schoolwide program,677,168,9.109347,1.474544,25,8.231856,27
2017,2.50E+11,Amherst Regional High,MA,Amherst-Pelham,High,Regular school,No,95,86,School is not eligible for either Title I Targeted Assistance or Schoolwide program,933,217,7.663842,1.330653,20,10.989352,36
2017,2.50E+11,Amherst Regional Middle School,MA,Amherst-Pelham,Middle,Regular school,No,57,54,School is not eligible for either Title I Targeted Assistance or Schoolwide program,410,122,11.629455,1.343168,34,14.954965,49
2017,2.50E+11,Amigos School,MA,Cambridge,Primary,Regular school,No,70,61,School is not eligible for either Title I Targeted Assistance or Schoolwide program,397,75,10.237345,1.547878,29,11.132859,37
2017,2.51E+11,Amvet Boulevard,MA,North Attleborough,Primary,Regular school,No,70,66,School is not eligible for either Title I Targeted Assistance or Schoolwide program,398,32,2.081461,1.561743,3,5.152002,16
2017,2.50E+11,Andover High,MA,Andover,High,Regular school,No,99.5,91,School is not eligible for either Title I Targeted Assistance or Schoolwide program,1782,129,1.277033,1.480833,2,0.10826,2
2017,2.50E+11,Andover West Middle,MA,Andover,Middle,Regular school,No,67,66,School is eligible for Title I Targeted Assistance (TAS) and provides TAS program,525,48,3.639218,1.497262,7,2.470446,7
